collection_no,source_database,collection.authorizer,occurrence.genus_name,original.genus_reso,occurrence.reference_no,collection.reference_no,pubyr,collection_name,country,Continent,latlng_basis,paleolatdec,Lat Bin,paleolngdec,period,epoch,subepoch,stage,10_my_bin,FR2_bin,max_interval,min_interval,interval_base,interval_top,interval_midpoint,interpolated_base,interpolated_top,interpolated_mid,ma_max,ma_min,ma_mid,formation,lithology1
56365,ETE,M. Carrano,Oxalaia,,35567,15184,2002,"Laje do Coringa, Ilha do Cajual",Brazil,South America,stated in text,-9.64,S1,-18.79,Cretaceous,,,,,,Late/Upper Albian,Early/Lower Cenomanian,105.3,94.3,99.8,103.733,97.567,100.65,105.3,94.3,99.8,Alcântara,sandstone
32335,ETE,M. Carrano,Pycnonemosaurus,n. gen.,8719,8720,1996,Fazenda Roncador,Brazil,South America,estimated from map,-21.51,S1,-31.79,Cretaceous,Late/Upper Cretaceous,,,Cretaceous 6,,Turonian,Santonian,94.3,84.9,89.6,,,0,94.3,84.9,89.6,Adamantina,sandstone
67712,Fossilworks,J. Alroy,Santanaraptor,,8715,6053,1988,Santana do Cariri (general),Brazil,South America,based on nearby landmark,-10.85,S1,-9.83,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,Early/Lower Albian,,112.6,109,110.8,112,107.867,109.9335,112.6,109,110.8,Santana,"""shale"""
13209,ETE,M. Carrano,Unquillosaurus,,11803,4386,1967,Arroyo El Morterito (PVL),Argentina,South America,based on political unit,-27.65,S1,-47.48,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,84.9,70.6,77.75,Los Blanquitos,sandstone
45531,ETE,M. Carrano,Coelophysis,,11945,11945,1999,Welbedacht-Edelweiss Syntarsus site,South Africa,Africa,based on nearby landmark,-41.48,S2,-2.31,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Upper Elliot,mudstone
48392,ETE,M. Carrano,Coelophysis,n. gen.,12927,12927,1969,"Kwengula stream, Southcote Farm",Zimbabwe,Africa,stated in text,-34.97,S2,5.13,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Forest Sandstone,sandstone
22663,ETE,A. Behrensmeyer,Coelophysis,,5925,5925,1977,"Maura River, Zambezi Valley 1",Zimbabwe,Africa,stated in text,-32.14,S2,8.67,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Forest Sandstone,sandstone
50824,ETE,M. Carrano,Coelophysis,,5925,5925,1977,"Maura River, Zambezi Valley 2",Zimbabwe,Africa,stated in text,-32.14,S2,8.67,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Forest Sandstone,not reported
50823,ETE,M. Carrano,Coelophysis,,13579,32805,1965,Chitake River bonebed,Zimbabwe,Africa,stated in text,-31.83,S2,8.08,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Forest Sandstone,sandstone
143113,PaleoDB,R. Benson,Dahalokely,,46390,46390,2013,"Near Ampandriambengy, around the area of Antsiranana",Madagascar,Africa,estimated from map,-33.44,S2,40.35,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Turonian,,94.3,89.3,91.8,,,0,94.3,89.3,91.8,Ambolafotsy,claystone
75177,ETE,M. Carrano,Dracovenator,,25373,25373,2005,"Dracovenator type, farm Upper Drumbo (BPi)",South Africa,Africa,based on nearby landmark,-44.48,S2,-1.74,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Upper Elliot,sandstone
45530,ETE,M. Carrano,Dracovenator,,25373,11945,1999,"Syntarsus site, farm Paradys",South Africa,Africa,based on nearby landmark,-40.79,S2,-0.14,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Upper Elliot,mudstone
144728,PaleoDB,P. Mannion,Majungasaurus,,46839,46839,2013,Lac Kinkony shores,Madagascar,Africa,stated in text,-30.29,S2,37.41,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,claystone
51252,ETE,M. Carrano,Majungasaurus,,13648,19185,1900,"Maevarano, Betsiboka River",Madagascar,Africa,based on nearby landmark,-30.1,S2,38.27,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
59692,ETE,M. Carrano,Majungasaurus,,17093,17093,1896,Mevarana site 2,Madagascar,Africa,estimated from map,-30.09,S2,38.33,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
32366,PaleoDB,M. Carrano,Majungasaurus,,8731,8731,1996,MAD93-33 (SUNY),Madagascar,Africa,stated in text,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
39265,PaleoDB,M. Carrano,Majungasaurus,,12923,10611,1997,MAD96-01 (SUNY),Madagascar,Africa,estimated from map,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
48389,ETE,M. Carrano,Majungasaurus,,8733,8733,1998,MAD96-21 (SUNY),Madagascar,Africa,estimated from map,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
55268,ETE,M. Carrano,Majungasaurus,,24665,14771,1998,MAD93-01 (SUNY),Madagascar,Africa,stated in text,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
55271,ETE,M. Carrano,Majungasaurus,,24665,14771,1998,MAD96-07 (SUNY),Madagascar,Africa,stated in text,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
70075,ETE,M. Carrano,Majungasaurus,,23528,23528,1976,Berivotra microsite (MNHN),Madagascar,Africa,estimated from map,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84846,ETE,M. Carrano,Majungasaurus,,24665,24665,2007,MAD01-05 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84848,PaleoDB,M. Carrano,Majungasaurus,,24665,24665,2007,MAD96-18 (SUNY),Madagascar,Africa,estimated from map,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
85063,ETE,M. Carrano,Majungasaurus,,28486,28486,2007,MAD05-42 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
91206,ETE,M. Carrano,Majungasaurus,,42471,30695,2009,MAD05-04 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84841,PaleoDB,M. Carrano,Majungasaurus,,24665,24665,2007,MAD99-26 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.34,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
25074,PaleoDB,M. Carrano,Majungasaurus,,8733,7030,1996,MAD93-18 (SUNY),Madagascar,Africa,based on political unit,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
71399,ETE,M. Carrano,Majungasaurus,,24130,24130,2007,"south of RN4, Berivotra (MSNM/MCF)",Madagascar,Africa,based on nearby landmark,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,claystone
84842,PaleoDB,M. Carrano,Majungasaurus,,24665,24665,2007,MAD93-20 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84843,PaleoDB,M. Carrano,Majungasaurus,,24665,24665,2007,MAD93-19 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84844,ETE,M. Carrano,Majungasaurus,,24665,24665,2007,MAD95-14 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84847,ETE,M. Carrano,Majungasaurus,,24665,24665,2007,MAD95-16 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84840,ETE,M. Carrano,Majungasaurus,,24665,24665,2007,MAD99-33 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
84845,ETE,M. Carrano,Majungasaurus,,24665,24665,2007,MAD99-32 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
55270,ETE,M. Carrano,Majungasaurus,,24665,14771,1998,MAD93-73 (SUNY),Madagascar,Africa,stated in text,-30.06,S2,38.37,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
102481,ETE,M. Carrano,Majungasaurus,,17225,17225,1955,"ravine north of Berivotra, R.N. 4",Madagascar,Africa,based on nearby landmark,-30.04,S2,38.33,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
32366,PaleoDB,M. Carrano,Masiakasaurus,,44450,8731,1996,MAD93-33 (SUNY),Madagascar,Africa,stated in text,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
39265,PaleoDB,M. Carrano,Masiakasaurus,,28486,10611,1997,MAD96-01 (SUNY),Madagascar,Africa,estimated from map,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
55268,ETE,M. Carrano,Masiakasaurus,,44450,14771,1998,MAD93-01 (SUNY),Madagascar,Africa,stated in text,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
55269,ETE,M. Carrano,Masiakasaurus,,44450,14771,1998,MAD93-34 (SUNY),Madagascar,Africa,stated in text,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
85063,ETE,M. Carrano,Masiakasaurus,,28486,28486,2007,MAD05-42 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
91206,ETE,M. Carrano,Masiakasaurus,,44450,30695,2009,MAD05-04 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
118203,PaleoDB,P. Mannion,Masiakasaurus,,44450,38067,2010,MAD03-03 (SUNY),Madagascar,Africa,stated in text,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
138731,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD93-09 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
138732,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD93-30 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
138737,ETE,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD96-11 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138738,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD98-26 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
138743,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD03-40 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
138744,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD03-66 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
138745,ETE,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD07-16 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138746,ETE,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD07-13 (SUNY),Madagascar,Africa,based on nearby landmark,-30.07,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
39266,PaleoDB,M. Carrano,Masiakasaurus,,44450,10611,1997,MAD93-35 (SUNY),Madagascar,Africa,stated in text,-30.06,S2,38.34,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
84841,PaleoDB,M. Carrano,Masiakasaurus,,44450,24665,2007,MAD99-26 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.34,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138734,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD93-38 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.34,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138740,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD99-06 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.34,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138741,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD99-38 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.34,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138742,PaleoDB,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD99-05 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.34,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
25074,PaleoDB,M. Carrano,Masiakasaurus,,23634,7030,1996,MAD93-18 (SUNY),Madagascar,Africa,based on political unit,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
46894,ETE,M. Carrano,Masiakasaurus,,44450,12459,1998,MAD93-81 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
71399,ETE,M. Carrano,Masiakasaurus,,24130,24130,2007,"south of RN4, Berivotra (MSNM/MCF)",Madagascar,Africa,based on nearby landmark,-30.06,S2,38.35,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,claystone
84840,ETE,M. Carrano,Masiakasaurus,,28486,24665,2007,MAD99-33 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138739,ETE,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD99-30 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.36,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,not reported
138733,ETE,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD93-72 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.37,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
138735,ETE,M. Carrano,Masiakasaurus,,44450,44450,2011,MAD93-74 (SUNY),Madagascar,Africa,based on nearby landmark,-30.06,S2,38.37,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Maevarano,sandstone
51903,ETE,M. Carrano,Nqwebasaurus,,13821,13821,2000,Iguanodon Hoek,South Africa,Africa,stated in text,-44.57,S2,-11.79,Cretaceous,Early/Lower Cretaceous,,,Cretaceous 1,,Berriasian,Valanginian,145.5,136.4,140.95,,,0,145.5,136.4,140.95,Kirkwood,mudstone
75195,ETE,M. Carrano,Syntarsus,,25375,25375,1984,"Leliehoek, Ladybrand townlands",South Africa,Africa,stated in text,-42.93,S2,-0.99,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Upper Elliot,
75262,ETE,M. Carrano,Syntarsus,,25375,25375,1984,"farm Vastrap (804), Ladybrand (M Elliot)",South Africa,Africa,stated in text,-42.84,S2,-1.06,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Upper Elliot,
48391,ETE,M. Carrano,Syntarsus,,25375,12926,1980,"south of road, farm Mequatling (278)",South Africa,Africa,stated in text,-42.72,S2,-0.93,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Upper Elliot,mudstone
47135,ETE,M. Carrano,Cryolophosaurus,,12572,14703,1993,"Mt. Kirkpatrick, Beardmore Glacier",Antarctica,Antarctica,based on nearby landmark,-57.55,S2,35.5,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Hanson,siltstone
90140,ETE,M. Carrano,Australovenator,,30242,30242,2009,"Matilda Site, Elderslie Station (AODL 85)",Australia,Australia,estimated from map,-51.95,S2,132.33,Cretaceous,Late/Upper Cretaceous,,Cenomanian,Cretaceous 5,Cenomanian,Late/Upper Cenomanian,,99.7,94.3,97,95.533,93.5,94.5165,95,95,95,Winton,claystone
48125,ETE,M. Carrano,Ozraptor,n. gen.,12890,12890,1998,Bringo railway cutting (UWA),Australia,Australia,based on nearby landmark,-39.84,S2,57.54,Jurassic,Middle Jurassic,,,,,Aalenian,Early/Lower Bajocian,175.6,168.4,172,,,0,175.6,168.4,172,Colalura Sandstone,sandstone
32339,ETE,M. Carrano,Abelisaurus,,8721,8721,1985,Cantera de la Pala Mécanica (MPCA),Argentina,South America,estimated from map,-41.68,S2,-52.63,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Early/Lower Campanian,Middle Campanian,84.9,70.6,77.75,83.5,74.9,79.2,84.9,70.6,77.75,Anacleto,sandstone
84309,ETE,M. Carrano,Achillesaurus,,28254,28254,2007,Paso Córdova,Argentina,South America,estimated from map,-43.74,S2,-48.55,Cretaceous,Late/Upper Cretaceous,,Santonian,Cretaceous 6,Santonian,Santonian,,85.8,84.9,85.35,,,0,85.8,84.9,85.35,Bajo de la Carpa,sandstone
90139,ETE,M. Carrano,Aerosteon,,30238,30238,2008,Cañadon Amarillo (PROXY),Argentina,South America,based on nearby landmark,-39.94,S2,-53.78,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Early/Lower Campanian,Middle Campanian,84.9,70.6,77.75,83.5,74.9,79.2,84.9,70.6,77.75,Anacleto,not reported
55364,ETE,M. Carrano,Alnashetri,,43343,14869,2005,La Buitrera (lower) (=Hoyada de los esfenodontes),Argentina,South America,stated in text,-46.69,S2,-44.94,Cretaceous,Late/Upper Cretaceous,,Cenomanian,Cretaceous 5,Cenomanian,Early/Lower Cenomanian,,99.7,94.3,97,99.6,97.567,98.5835,99.7,94.3,97,Candeleros,sandstone
13305,PaleoDB,J. Hunter,Alvarezsaurus,,12794,4423,1991,"Boca del Sapo, Universidad Nacional del Comahue",Argentina,South America,estimated from map,-43.53,S2,-49.17,Cretaceous,Late/Upper Cretaceous,,Santonian,Cretaceous 6,Santonian,Santonian,,85.8,84.9,85.35,,,0,85.8,84.9,85.35,Bajo de la Carpa,sandstone
70674,ETE,M. Carrano,Aniksosaurus,,23710,23711,1997,estancia Laguna Palacios,Argentina,South America,based on nearby landmark,-51.48,S2,-46.44,Cretaceous,Late/Upper Cretaceous,,,,,Cenomanian,Turonian,99.7,89.3,94.5,,,0,99.7,89.3,94.5,Bajo Barreal,sandstone
28461,PaleoDB,M. Carrano,Aucasaurus,,7849,17232,2000,Auca Mahuevo theropod site,Argentina,South America,based on nearby landmark,-40.76,S2,-53.05,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Early/Lower Campanian,Middle Campanian,84.9,70.6,77.75,83.5,74.9,79.2,84.9,70.6,77.75,Anacleto,mudstone
